Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,score,Quintile,MessageQuintileNat,start,end,today,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,69,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,70,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,71,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,72,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,73,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,74,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,75,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,76,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,77,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,78,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,79,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,80,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,81,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,82,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,83,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,84,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,85,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,86,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,87,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,88,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,3,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,89,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,90,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,91,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,92,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,93,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,94,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,4,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,95,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,2,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,96,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,97,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,5,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,98,,-1,,
0.06127,0.08479,0.05008,-0.06831,-0.07341,0.10869,0.09127,0.03425,0.04473,0.07142,0.05939,-0.10452,-0.04403,0.31561999999999996,1,,2015-07-22T11:10:09.000-04:00,2015-07-22T11:10:26.000-04:00,2015-07-22,uuid:3857a559-6745-48b8-809b-0b28948f2535,158106,3857a559-6745-48b8-809b-0b28948f2535,2015-07-22T15:10:15,99,,-1,,
